ResponseId,Gender,Age,Country,Country_6_TEXT,Race,Race_7_TEXT,Ethnicity,Ethnicity_5_TEXT,trial_names,item,values,stim_id,SES,SES_id
R_3ER5bLQlYb9GMe1,1,40,4,,"3,6",,2,,wH3MC,MC,financial manager,3,high,high_3
R_A0gdiriwvEpuHmh,2,22,4,,6,,1,,wH3MC,MC,work as business executive,3,high,high_3
R_3ER5bLQlYb9GMe1,1,40,4,,"3,6",,2,,wH4MC,MC,finance,4,high,high_4
R_dbXG1cndyliDaJr,1,42,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_ykbW47Pty814VaN,1,30,4,,3,,1,,wH4MC,MC,lawyer,4,high,high_4
R_1LBZv1BC75sP20B,2,63,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_3IRg2ONSnv7DQCD,1,42,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_Rw2d5Q6Wn7yPpUl,1,43,4,,6,,5,Costa Rica,wH4MC,MC,lawyer,4,high,high_4
R_p4NhWXY3eO6P9fz,1,33,4,,1,,1,,wH4MC,MC,lawyer,4,high,high_4
R_1Iav8CoSfztaF8G,2,34,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_12yBWrqWgbRI6Fp,1,25,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_3Phnsgod8bOzgnN,2,30,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_Z2jYsZHPy3OIMGB,2,46,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_1d7fdukQyEGqays,1,29,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_2uQauBKWAoFs6Rx,1,39,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_2TC9VBztrP3wUyw,2,59,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_2TYm1xqthHbCPzd,2,30,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_1gOQgLpf1djIVvD,1,21,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_1FS9MPa9X2dcO03,1,30,4,,3,,2,,wH4MC,MC,lawyer,4,high,high_4
R_1kH0iMR5tqRO8pE,2,34,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_3eeiRiKDbhKVfDY,1,48,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_2PBxItnW4ReAjjc,2,29,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_11ZtUIHK80CrpZT,1,32,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_3EJQjrtaTbRGbAJ,1,44,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_1kLyMlxwKXhmX3d,1,36,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_1DHeREwhb8uCL3v,2,55,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_1GBOOy15FdmsOCQ,5,31,4,,1,,1,,wH4MC,MC,lawyer,4,high,high_4
R_1rcC9FGcOADU6T8,1,32,4,,3,,1,,wH4MC,MC,lawyer,4,high,high_4
R_3J8dVyUqUGLDtSa,1,33,4,,1,,1,,wH4MC,MC,lawyer,4,high,high_4
R_3kwdKbJyxDSE3Qn,1,30,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_1N9vJUMm2prEohv,1,47,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_2ipQOd3E5l8OlPP,1,46,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_1je7vHqlzYf1kJz,5,23,4,,3,,1,,wH4MC,MC,lawyer,4,high,high_4
R_PtdcCLbwhKUhiQp,2,57,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_10GwZ59gBqF6frS,2,39,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_3NwvuGukiJu628u,2,37,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_1CmfLH8xs3fJECX,,,,,,,,,wH4MC,MC,lawyer,4,high,high_4
R_A0gdiriwvEpuHmh,2,22,4,,6,,1,,wH4MC,MC,lawyer,4,high,high_4
R_2wzBdjn7SNUIpW5,,,,,,,,,wH4MC,MC,lawyer,4,high,high_4
R_3DcqfOqDtzLKpKC,,,,,,,,,wH4MC,MC,lawyer,4,high,high_4
R_1mguyIYh2wvPnjv,,,,,,,,,wH4MC,MC,lawyer,4,high,high_4
R_3kwdKbJyxDSE3Qn,1,30,4,,6,,1,,wH5MC,MC,cashier,5,high,high_5
R_3Phnsgod8bOzgnN,2,30,4,,6,,1,,wH5MC,MC,developer,5,high,high_5
R_ykbW47Pty814VaN,1,30,4,,3,,1,,wH5MC,MC,dishwasher,5,high,high_5
R_2znG4ygTFrvKkZ3,,,,,,,,,wH5MC,MC,employee,5,high,high_5
R_3ER5bLQlYb9GMe1,1,40,4,,"3,6",,2,,wH5MC,MC,financial manager,5,high,high_5
R_2PBxItnW4ReAjjc,2,29,4,,6,,1,,wH5MC,MC,software developement,5,high,high_5
R_dbXG1cndyliDaJr,1,42,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_1LBZv1BC75sP20B,2,63,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_3IRg2ONSnv7DQCD,1,42,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_Rw2d5Q6Wn7yPpUl,1,43,4,,6,,5,Costa Rica,wH5MC,MC,software developer,5,high,high_5
R_p4NhWXY3eO6P9fz,1,33,4,,1,,1,,wH5MC,MC,software developer,5,high,high_5
R_1Iav8CoSfztaF8G,2,34,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_12yBWrqWgbRI6Fp,1,25,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_Z2jYsZHPy3OIMGB,2,46,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_1d7fdukQyEGqays,1,29,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_2uQauBKWAoFs6Rx,1,39,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_2TC9VBztrP3wUyw,2,59,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_2TYm1xqthHbCPzd,2,30,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_1gOQgLpf1djIVvD,1,21,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_1FS9MPa9X2dcO03,1,30,4,,3,,2,,wH5MC,MC,software developer,5,high,high_5
R_1kH0iMR5tqRO8pE,2,34,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_3eeiRiKDbhKVfDY,1,48,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_11ZtUIHK80CrpZT,1,32,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_3EJQjrtaTbRGbAJ,1,44,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_1DHeREwhb8uCL3v,2,55,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_1GBOOy15FdmsOCQ,5,31,4,,1,,1,,wH5MC,MC,software developer,5,high,high_5
R_1rcC9FGcOADU6T8,1,32,4,,3,,1,,wH5MC,MC,software developer,5,high,high_5
R_3J8dVyUqUGLDtSa,1,33,4,,1,,1,,wH5MC,MC,software developer,5,high,high_5
R_1N9vJUMm2prEohv,1,47,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_2ipQOd3E5l8OlPP,1,46,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_1je7vHqlzYf1kJz,5,23,4,,3,,1,,wH5MC,MC,software developer,5,high,high_5
R_PtdcCLbwhKUhiQp,2,57,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_10GwZ59gBqF6frS,2,39,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_3NwvuGukiJu628u,2,37,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_1CmfLH8xs3fJECX,,,,,,,,,wH5MC,MC,software developer,5,high,high_5
R_pEpnTjm66qIjT0J,,,,,,,,,wH5MC,MC,software developer,5,high,high_5
R_A0gdiriwvEpuHmh,2,22,4,,6,,1,,wH5MC,MC,software developer,5,high,high_5
R_0xCs70gIB4k1OI9,,,,,,,,,wH5MC,MC,software developer,5,high,high_5
R_3DcqfOqDtzLKpKC,,,,,,,,,wH5MC,MC,software developer,5,high,high_5
R_1mguyIYh2wvPnjv,,,,,,,,,wH5MC,MC,software developer,5,high,high_5
R_1kLyMlxwKXhmX3d,1,36,4,,6,,1,,wH5MC,MC,software developer.,5,high,high_5
R_3ER5bLQlYb9GMe1,1,40,4,,"3,6",,2,,wH6MC,MC,financial manager,6,high,high_6
R_2uQauBKWAoFs6Rx,1,39,4,,6,,1,,wH6MC,MC,information technology,6,high,high_6
R_1N9vJUMm2prEohv,1,47,4,,6,,1,,wH6MC,MC,sale's supervisior,6,high,high_6
R_dbXG1cndyliDaJr,1,42,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_1LBZv1BC75sP20B,2,63,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_Rw2d5Q6Wn7yPpUl,1,43,4,,6,,5,Costa Rica,wH6MC,MC,sales supervisor,6,high,high_6
R_p4NhWXY3eO6P9fz,1,33,4,,1,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_1Iav8CoSfztaF8G,2,34,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_3Phnsgod8bOzgnN,2,30,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_Z2jYsZHPy3OIMGB,2,46,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_1d7fdukQyEGqays,1,29,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_2TC9VBztrP3wUyw,2,59,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_2TYm1xqthHbCPzd,2,30,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_1gOQgLpf1djIVvD,1,21,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_1FS9MPa9X2dcO03,1,30,4,,3,,2,,wH6MC,MC,sales supervisor,6,high,high_6
R_1kH0iMR5tqRO8pE,2,34,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_2PBxItnW4ReAjjc,2,29,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_3EJQjrtaTbRGbAJ,1,44,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_1DHeREwhb8uCL3v,2,55,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_1GBOOy15FdmsOCQ,5,31,4,,1,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_1rcC9FGcOADU6T8,1,32,4,,3,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_3kwdKbJyxDSE3Qn,1,30,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_2ipQOd3E5l8OlPP,1,46,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_1je7vHqlzYf1kJz,5,23,4,,3,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_PtdcCLbwhKUhiQp,2,57,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_10GwZ59gBqF6frS,2,39,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_3NwvuGukiJu628u,2,37,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_pEpnTjm66qIjT0J,,,,,,,,,wH6MC,MC,sales supervisor,6,high,high_6
R_A0gdiriwvEpuHmh,2,22,4,,6,,1,,wH6MC,MC,sales supervisor,6,high,high_6
R_12yBWrqWgbRI6Fp,1,25,4,,6,,1,,wH6MC,MC,sales supervisor.,6,high,high_6
R_11ZtUIHK80CrpZT,1,32,4,,6,,1,,wH6MC,MC,sales supervisor.,6,high,high_6
R_ykbW47Pty814VaN,1,30,4,,3,,1,,wH6MC,MC,supervisor,6,high,high_6
R_3IRg2ONSnv7DQCD,1,42,4,,6,,1,,wH6MC,MC,supervisor,6,high,high_6
R_3eeiRiKDbhKVfDY,1,48,4,,6,,1,,wH6MC,MC,supervisor,6,high,high_6
R_1kLyMlxwKXhmX3d,1,36,4,,6,,1,,wH6MC,MC,supervisor,6,high,high_6
R_3J8dVyUqUGLDtSa,1,33,4,,1,,1,,wH6MC,MC,supervisor,6,high,high_6
R_3ER5bLQlYb9GMe1,1,40,4,,"3,6",,2,,wH7MC,MC,financial manager,7,high,high_7
R_3NwvuGukiJu628u,2,37,4,,6,,1,,wH7MC,MC,financial manager,7,high,high_7
R_ykbW47Pty814VaN,1,30,4,,3,,1,,wH7MC,MC,it,7,high,high_7
R_30qJGVvYdtLpp3b,,,,,,,,,wH7MC,MC,it,7,high,high_7
R_dbXG1cndyliDaJr,1,42,4,,6,,1,,wH7MC,MC,it pro,7,high,high_7
R_1LBZv1BC75sP20B,2,63,4,,6,,1,,wH7MC,MC,it pro,7,high,high_7
R_1mguyIYh2wvPnjv,,,,,,,,,wH7MC,MC,it professiona,7,high,high_7
R_3IRg2ONSnv7DQCD,1,42,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_Rw2d5Q6Wn7yPpUl,1,43,4,,6,,5,Costa Rica,wH7MC,MC,it professional,7,high,high_7
R_p4NhWXY3eO6P9fz,1,33,4,,1,,1,,wH7MC,MC,it professional,7,high,high_7
R_1Iav8CoSfztaF8G,2,34,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_12yBWrqWgbRI6Fp,1,25,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_3Phnsgod8bOzgnN,2,30,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_Z2jYsZHPy3OIMGB,2,46,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_1d7fdukQyEGqays,1,29,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_2uQauBKWAoFs6Rx,1,39,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_2TC9VBztrP3wUyw,2,59,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_2TYm1xqthHbCPzd,2,30,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_1gOQgLpf1djIVvD,1,21,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_1FS9MPa9X2dcO03,1,30,4,,3,,2,,wH7MC,MC,it professional,7,high,high_7
R_1kH0iMR5tqRO8pE,2,34,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_3eeiRiKDbhKVfDY,1,48,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_2PBxItnW4ReAjjc,2,29,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_11ZtUIHK80CrpZT,1,32,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_3EJQjrtaTbRGbAJ,1,44,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_1kLyMlxwKXhmX3d,1,36,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_1GBOOy15FdmsOCQ,5,31,4,,1,,1,,wH7MC,MC,it professional,7,high,high_7
R_1rcC9FGcOADU6T8,1,32,4,,3,,1,,wH7MC,MC,it professional,7,high,high_7
R_3J8dVyUqUGLDtSa,1,33,4,,1,,1,,wH7MC,MC,it professional,7,high,high_7
R_3kwdKbJyxDSE3Qn,1,30,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_2ipQOd3E5l8OlPP,1,46,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_1je7vHqlzYf1kJz,5,23,4,,3,,1,,wH7MC,MC,it professional,7,high,high_7
R_PtdcCLbwhKUhiQp,2,57,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_10GwZ59gBqF6frS,2,39,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_1CmfLH8xs3fJECX,,,,,,,,,wH7MC,MC,it professional,7,high,high_7
R_A0gdiriwvEpuHmh,2,22,4,,6,,1,,wH7MC,MC,it professional,7,high,high_7
R_1N9vJUMm2prEohv,1,47,4,,6,,1,,wH7MC,MC,it proffesional,7,high,high_7
R_1DHeREwhb8uCL3v,2,55,4,,6,,1,,wH7MC,MC,it specialist,7,high,high_7
R_3ER5bLQlYb9GMe1,1,40,4,,"3,6",,2,,wH8MC,MC,financial manager,8,high,high_8
R_1DHeREwhb8uCL3v,2,55,4,,6,,1,,wH8MC,MC,physician,8,high,high_8
R_ykbW47Pty814VaN,1,30,4,,3,,1,,wH8MC,MC,roofer,8,high,high_8
R_dbXG1cndyliDaJr,1,42,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_1LBZv1BC75sP20B,2,63,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_3IRg2ONSnv7DQCD,1,42,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_Rw2d5Q6Wn7yPpUl,1,43,4,,6,,5,Costa Rica,wH8MC,MC,surgeon,8,high,high_8
R_p4NhWXY3eO6P9fz,1,33,4,,1,,1,,wH8MC,MC,surgeon,8,high,high_8
R_1Iav8CoSfztaF8G,2,34,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_12yBWrqWgbRI6Fp,1,25,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_3Phnsgod8bOzgnN,2,30,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_Z2jYsZHPy3OIMGB,2,46,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_1d7fdukQyEGqays,1,29,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_2uQauBKWAoFs6Rx,1,39,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_2TC9VBztrP3wUyw,2,59,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_2TYm1xqthHbCPzd,2,30,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_1gOQgLpf1djIVvD,1,21,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_1FS9MPa9X2dcO03,1,30,4,,3,,2,,wH8MC,MC,surgeon,8,high,high_8
R_1kH0iMR5tqRO8pE,2,34,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_3eeiRiKDbhKVfDY,1,48,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_2PBxItnW4ReAjjc,2,29,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_11ZtUIHK80CrpZT,1,32,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_3EJQjrtaTbRGbAJ,1,44,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_1kLyMlxwKXhmX3d,1,36,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_1GBOOy15FdmsOCQ,5,31,4,,1,,1,,wH8MC,MC,surgeon,8,high,high_8
R_1rcC9FGcOADU6T8,1,32,4,,3,,1,,wH8MC,MC,surgeon,8,high,high_8
R_3J8dVyUqUGLDtSa,1,33,4,,1,,1,,wH8MC,MC,surgeon,8,high,high_8
R_3kwdKbJyxDSE3Qn,1,30,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_1N9vJUMm2prEohv,1,47,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_2ipQOd3E5l8OlPP,1,46,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_1je7vHqlzYf1kJz,5,23,4,,3,,1,,wH8MC,MC,surgeon,8,high,high_8
R_PtdcCLbwhKUhiQp,2,57,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_10GwZ59gBqF6frS,2,39,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_3NwvuGukiJu628u,2,37,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_1CmfLH8xs3fJECX,,,,,,,,,wH8MC,MC,surgeon,8,high,high_8
R_82lXaIabGWgA2Ix,,,,,,,,,wH8MC,MC,surgeon,8,high,high_8
R_A0gdiriwvEpuHmh,2,22,4,,6,,1,,wH8MC,MC,surgeon,8,high,high_8
R_0xCs70gIB4k1OI9,,,,,,,,,wH8MC,MC,surgeon,8,high,high_8
R_1mguyIYh2wvPnjv,,,,,,,,,wH8MC,MC,surgeon,8,high,high_8
R_2wzBdjn7SNUIpW5,,,,,,,,,wH8MC,MC,surgeon.,8,high,high_8
R_dbXG1cndyliDaJr,1,42,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_ykbW47Pty814VaN,1,30,4,,3,,1,,wH9MC,MC,engineer,9,high,high_9
R_1LBZv1BC75sP20B,2,63,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_3IRg2ONSnv7DQCD,1,42,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_Rw2d5Q6Wn7yPpUl,1,43,4,,6,,5,Costa Rica,wH9MC,MC,engineer,9,high,high_9
R_p4NhWXY3eO6P9fz,1,33,4,,1,,1,,wH9MC,MC,engineer,9,high,high_9
R_1Iav8CoSfztaF8G,2,34,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_12yBWrqWgbRI6Fp,1,25,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_3Phnsgod8bOzgnN,2,30,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_Z2jYsZHPy3OIMGB,2,46,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_1d7fdukQyEGqays,1,29,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_2uQauBKWAoFs6Rx,1,39,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_2TC9VBztrP3wUyw,2,59,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_2TYm1xqthHbCPzd,2,30,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_1gOQgLpf1djIVvD,1,21,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_1kH0iMR5tqRO8pE,2,34,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_3eeiRiKDbhKVfDY,1,48,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_2PBxItnW4ReAjjc,2,29,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_11ZtUIHK80CrpZT,1,32,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_3EJQjrtaTbRGbAJ,1,44,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_1kLyMlxwKXhmX3d,1,36,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_1DHeREwhb8uCL3v,2,55,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_1GBOOy15FdmsOCQ,5,31,4,,1,,1,,wH9MC,MC,engineer,9,high,high_9
R_1rcC9FGcOADU6T8,1,32,4,,3,,1,,wH9MC,MC,engineer,9,high,high_9
R_3J8dVyUqUGLDtSa,1,33,4,,1,,1,,wH9MC,MC,engineer,9,high,high_9
R_3kwdKbJyxDSE3Qn,1,30,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_1N9vJUMm2prEohv,1,47,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_2ipQOd3E5l8OlPP,1,46,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_1je7vHqlzYf1kJz,5,23,4,,3,,1,,wH9MC,MC,engineer,9,high,high_9
R_PtdcCLbwhKUhiQp,2,57,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_10GwZ59gBqF6frS,2,39,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_3NwvuGukiJu628u,2,37,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_1CmfLH8xs3fJECX,,,,,,,,,wH9MC,MC,engineer,9,high,high_9
R_A0gdiriwvEpuHmh,2,22,4,,6,,1,,wH9MC,MC,engineer,9,high,high_9
R_2wzBdjn7SNUIpW5,,,,,,,,,wH9MC,MC,engineer,9,high,high_9
R_0xCs70gIB4k1OI9,,,,,,,,,wH9MC,MC,engineer,9,high,high_9
R_1mguyIYh2wvPnjv,,,,,,,,,wH9MC,MC,engineer,9,high,high_9
R_3ER5bLQlYb9GMe1,1,40,4,,"3,6",,2,,wH9MC,MC,financial manager,9,high,high_9
R_1FS9MPa9X2dcO03,1,30,4,,3,,2,,wH9MC,MC,teacher,9,high,high_9
R_3OrererLvFDP7Cs,1,25,4,,6,,1,,wL1MC,MC,banker,1,low,low_1
R_1I4amYkCBzEXegv,1,30,4,,3,,1,,wL1MC,MC,cook,1,low,low_1
R_beIrWVOxdkZSdR7,1,32,4,,3,,4,,wL1MC,MC,cook,1,low,low_1
R_3PjIIwqqsuOKBE7,1,28,4,,6,,1,,wL1MC,MC,cook,1,low,low_1
R_1FPyJMzGsyowG2O,,,,,,,,,wL1MC,MC,cook,1,low,low_1
R_9Es5BWq07GTILpn,,,,,,,,,wL1MC,MC,fast food,1,low,low_1
R_22QYSgkwKl2fl2B,2,50,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_330Wv4RTQVDYPFC,2,44,4,,5,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_3qegcuy6UJ8nn7T,1,33,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_21FlEWkbljN48cS,1,26,4,,3,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_1FhXN1Erb9l6P8u,1,65,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_2TObuo9SOHzKNMF,2,41,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_vPSRIFSw60M5szL,2,25,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_3k5MIEB1xR75maU,2,56,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_24JkcCIbk2G9jJe,2,33,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_2SGlMbZawCxjG04,1,32,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_9B6zCkFCyP83uil,1,25,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_2PnVq30S0AywkYK,1,49,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_1GJlZIuaVFQJ5Mj,1,35,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_22WawJARS0nVfyr,2,32,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_1ms11OasKXUuqTI,1,1985,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_3RjACkfy5Az1rcV,1,32,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_31QVGMDRzBcPXFS,1,50,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_6QKaWnBm4XfcegF,1,37,4,,6,,2,,wL1MC,MC,fast food cook,1,low,low_1
R_1OPmdioEBICfb6k,2,48,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_3NNSMB87MZknPcv,1,40,4,,6,,6,,wL1MC,MC,fast food cook,1,low,low_1
R_2rOfnn7hg4YPne9,1,36,4,,6,,1,,wL1MC,MC,fast food cook,1,low,low_1
R_stxSTSgimODYCt3,,,,,,,,,wL1MC,MC,fast food cook,1,low,low_1
R_rdqnfpc0MC9I8N3,1,25,4,,6,,1,,wL1MC,MC,fast food cook.,1,low,low_1
R_Wl0refdNAU8Nlrr,1,30,4,,"3,6",,5,,wL1MC,MC,fast food cook.,1,low,low_1
R_1cZi4T6vXIU2IPq,1,Male,4,,6,,1,,wL1MC,MC,fast food cooker,1,low,low_1
R_3MA8RWNHzL3Skqy,1,29,4,,6,,1,,wL1MC,MC,fastfood cook,1,low,low_1
R_29gBHO2g4hG0HEd,1,32,4,,6,,1,,wL1MC,MC,fastfood cook,1,low,low_1
